order_id,customer_id,product_id,product_name,quantity,unit_price,total_amount,order_date,status,shipping_country
ORD_000263,CUST_00215,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-04-20,delivered,Germany
ORD_000264,CUST_00370,PROD_006,Desk Lamp,2,24.99,49.98,2024-07-08,shipped,UK
ORD_000265,CUST_00080,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-02-13,processing,USA
ORD_000266,CUST_00140,PROD_010,Blue Light Glasses,1,29.99,29.99,2024-12-11,delivered,USA
ORD_000267,CUST_00213,PROD_007,Mouse Pad XL,4,19.99,79.96,2024-11-06,shipped,Germany
ORD_000268,CUST_00221,PROD_004,Monitor Stand,5,34.5,172.5,2024-02-28,pending,UK
ORD_000269,CUST_00342,PROD_005,Webcam HD,5,79.99,399.95,2024-09-06,shipped,France
ORD_000270,CUST_00029,PROD_001,Wireless Mouse,2,29.99,59.98,2024-07-21,pending,France
ORD_000271,CUST_00392,PROD_004,Monitor Stand,3,34.5,103.5,2024-04-18,shipped,Canada
ORD_000272,CUST_00255,PROD_005,Webcam HD,3,79.99,239.97,2024-03-02,delivered,USA
ORD_000273,CUST_00361,PROD_003,USB-C Hub,2,45.0,90.0,2024-07-13,processing,France
ORD_000274,CUST_00037,PROD_009,Laptop Stand,5,49.99,249.95,2024-12-08,delivered,UK
ORD_000275,CUST_00472,PROD_001,Wireless Mouse,4,29.99,119.96,2024-01-10,pending,Germany
ORD_000276,CUST_00208,PROD_006,Desk Lamp,5,24.99,124.95,2024-08-07,delivered,France
ORD_000277,CUST_00495,PROD_005,Webcam HD,1,79.99,79.99,2024-07-26,shipped,USA
ORD_000278,CUST_00471,PROD_003,USB-C Hub,5,45.0,225.0,2024-08-23,shipped,Australia
ORD_000279,CUST_00224,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-02-24,cancelled,Canada
ORD_000280,CUST_00446,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-02-10,shipped,Germany
ORD_000281,CUST_00040,PROD_006,Desk Lamp,2,24.99,49.98,2024-06-19,cancelled,Canada
ORD_000282,CUST_00464,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-09-18,shipped,Canada
ORD_000283,CUST_00075,PROD_006,Desk Lamp,2,24.99,49.98,2024-04-30,shipped,USA
ORD_000284,CUST_00390,PROD_004,Monitor Stand,2,34.5,69.0,2024-11-04,pending,Canada
ORD_000285,CUST_00390,PROD_003,USB-C Hub,4,45.0,180.0,2024-08-25,cancelled,France
ORD_000286,CUST_00320,PROD_008,Cable Management Kit,5,15.0,75.0,2024-11-25,shipped,Australia
ORD_000287,CUST_00241,PROD_006,Desk Lamp,2,24.99,49.98,2024-08-13,delivered,USA
ORD_000288,CUST_00181,PROD_005,Webcam HD,3,79.99,239.97,2024-10-29,cancelled,USA
ORD_000289,CUST_00020,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-08-24,pending,Germany
ORD_000290,CUST_00443,PROD_006,Desk Lamp,3,24.99,74.97,2024-02-09,pending,Australia
ORD_000291,CUST_00237,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-09-16,cancelled,Germany
ORD_000292,CUST_00334,PROD_009,Laptop Stand,1,49.99,49.99,2024-08-18,processing,France
ORD_000293,CUST_00078,PROD_006,Desk Lamp,5,24.99,124.95,2024-08-31,pending,France
ORD_000294,CUST_00044,PROD_008,Cable Management Kit,1,15.0,15.0,2024-06-24,cancelled,Australia
ORD_000295,CUST_00225,PROD_003,USB-C Hub,1,45.0,45.0,2024-05-06,delivered,Australia
ORD_000296,CUST_00187,PROD_009,Laptop Stand,5,49.99,249.95,2024-11-08,shipped,Canada
ORD_000297,CUST_00348,PROD_005,Webcam HD,4,79.99,319.96,2024-07-28,cancelled,UK
ORD_000298,CUST_00049,PROD_001,Wireless Mouse,3,29.99,89.97,2024-02-03,cancelled,UK
ORD_000299,CUST_00437,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-05-09,cancelled,Australia
ORD_000300,CUST_00340,PROD_003,USB-C Hub,3,45.0,135.0,2024-02-11,processing,France
ORD_000301,CUST_00340,PROD_006,Desk Lamp,3,24.99,74.97,2024-12-01,delivered,Australia
ORD_000302,CUST_00159,PROD_003,USB-C Hub,5,45.0,225.0,2024-12-28,cancelled,USA
ORD_000303,CUST_00360,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-03-06,cancelled,Australia
ORD_000304,CUST_00010,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-09-17,shipped,UK
ORD_000305,CUST_00486,PROD_005,Webcam HD,2,79.99,159.98,2024-04-19,delivered,UK
ORD_000306,CUST_00040,PROD_004,Monitor Stand,2,34.5,69.0,2024-03-11,shipped,Canada
ORD_000307,CUST_00453,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-10-03,cancelled,Australia
ORD_000308,CUST_00306,PROD_001,Wireless Mouse,3,29.99,89.97,2024-11-12,delivered,Canada
ORD_000309,CUST_00395,PROD_003,USB-C Hub,2,45.0,90.0,2024-04-02,cancelled,Australia
ORD_000310,CUST_00187,PROD_003,USB-C Hub,4,45.0,180.0,2024-01-23,processing,Germany
ORD_000311,CUST_00402,PROD_008,Cable Management Kit,5,15.0,75.0,2024-05-25,delivered,Australia
ORD_000312,CUST_00495,PROD_004,Monitor Stand,5,34.5,172.5,2024-05-02,delivered,UK
ORD_000313,CUST_00226,PROD_004,Monitor Stand,3,34.5,103.5,2024-12-13,delivered,France
ORD_000314,CUST_00215,PROD_005,Webcam HD,4,79.99,319.96,2024-09-14,processing,France
ORD_000315,CUST_00027,PROD_004,Monitor Stand,5,34.5,172.5,2024-03-11,delivered,UK
ORD_000316,CUST_00434,PROD_006,Desk Lamp,5,24.99,124.95,2024-02-22,cancelled,Australia
ORD_000317,CUST_00140,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-02-12,delivered,Canada
ORD_000318,CUST_00485,PROD_009,Laptop Stand,2,49.99,99.98,2024-08-11,processing,USA
ORD_000319,CUST_00028,PROD_008,Cable Management Kit,3,15.0,45.0,2024-01-14,delivered,Germany
ORD_000320,CUST_00042,PROD_009,Laptop Stand,3,49.99,149.97,2024-04-30,shipped,Germany
ORD_000321,CUST_00430,PROD_004,Monitor Stand,1,34.5,34.5,2024-06-12,shipped,USA
ORD_000322,CUST_00470,PROD_003,USB-C Hub,2,45.0,90.0,2024-01-20,delivered,UK
ORD_000323,CUST_00003,PROD_003,USB-C Hub,4,45.0,180.0,2024-08-17,pending,France
ORD_000324,CUST_00281,PROD_001,Wireless Mouse,3,29.99,89.97,2024-04-20,cancelled,Canada
ORD_000325,CUST_00122,PROD_009,Laptop Stand,4,49.99,199.96,2024-02-26,shipped,UK
ORD_000326,CUST_00328,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-05-02,cancelled,Germany
ORD_000327,CUST_00306,PROD_008,Cable Management Kit,1,15.0,15.0,2024-02-26,cancelled,Germany
ORD_000328,CUST_00368,PROD_001,Wireless Mouse,5,29.99,149.95,2024-10-21,processing,Canada
ORD_000329,CUST_00181,PROD_005,Webcam HD,4,79.99,319.96,2024-01-01,processing,France
ORD_000330,CUST_00343,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-04-05,pending,Australia
ORD_000331,CUST_00279,PROD_009,Laptop Stand,3,49.99,149.97,2024-02-04,cancelled,France
ORD_000332,CUST_00448,PROD_009,Laptop Stand,5,49.99,249.95,2024-01-11,delivered,Germany
ORD_000333,CUST_00383,PROD_001,Wireless Mouse,4,29.99,119.96,2024-07-10,pending,UK
ORD_000334,CUST_00376,PROD_006,Desk Lamp,1,24.99,24.99,2024-06-25,pending,Canada
ORD_000335,CUST_00181,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-03-09,cancelled,USA
ORD_000336,CUST_00357,PROD_006,Desk Lamp,2,24.99,49.98,2024-12-16,delivered,Germany
ORD_000337,CUST_00398,PROD_003,USB-C Hub,2,45.0,90.0,2024-02-02,delivered,Australia
ORD_000338,CUST_00406,PROD_001,Wireless Mouse,3,29.99,89.97,2024-04-13,processing,USA
ORD_000339,CUST_00204,PROD_001,Wireless Mouse,3,29.99,89.97,2024-06-07,cancelled,France
ORD_000340,CUST_00098,PROD_008,Cable Management Kit,3,15.0,45.0,2024-01-19,shipped,Australia
ORD_000341,CUST_00140,PROD_006,Desk Lamp,1,24.99,24.99,2024-12-01,pending,UK
ORD_000342,CUST_00226,PROD_006,Desk Lamp,4,24.99,99.96,2024-07-23,delivered,Australia
ORD_000343,CUST_00255,PROD_006,Desk Lamp,2,24.99,49.98,2024-09-11,shipped,Australia
ORD_000344,CUST_00218,PROD_009,Laptop Stand,3,49.99,149.97,2024-02-12,pending,Australia
ORD_000345,CUST_00151,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-04-02,shipped,France
ORD_000346,CUST_00152,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-06-16,shipped,Australia
ORD_000347,CUST_00354,PROD_008,Cable Management Kit,5,15.0,75.0,2024-08-06,delivered,Canada
ORD_000348,CUST_00446,PROD_006,Desk Lamp,4,24.99,99.96,2024-01-22,shipped,Australia
ORD_000349,CUST_00406,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-05-20,pending,Australia
ORD_000350,CUST_00411,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-07-05,processing,France
ORD_000351,CUST_00401,PROD_001,Wireless Mouse,2,29.99,59.98,2024-11-07,delivered,Australia
ORD_000352,CUST_00399,PROD_001,Wireless Mouse,2,29.99,59.98,2024-02-04,shipped,Canada
ORD_000353,CUST_00310,PROD_006,Desk Lamp,4,24.99,99.96,2024-10-17,processing,USA
ORD_000354,CUST_00391,PROD_008,Cable Management Kit,3,15.0,45.0,2024-07-09,pending,Germany
ORD_000355,CUST_00204,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-09-28,shipped,UK
ORD_000356,CUST_00377,PROD_005,Webcam HD,2,79.99,159.98,2024-02-28,processing,USA
ORD_000357,CUST_00061,PROD_008,Cable Management Kit,5,15.0,75.0,2024-07-17,shipped,France
ORD_000358,CUST_00147,PROD_005,Webcam HD,4,79.99,319.96,2024-04-19,delivered,France
ORD_000359,CUST_00232,PROD_004,Monitor Stand,1,34.5,34.5,2024-03-10,processing,USA
ORD_000360,CUST_00342,PROD_008,Cable Management Kit,1,15.0,15.0,2024-12-15,shipped,UK
ORD_000361,CUST_00457,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-10-04,shipped,UK
ORD_000362,CUST_00115,PROD_003,USB-C Hub,2,45.0,90.0,2024-07-04,pending,France
ORD_000363,CUST_00014,PROD_004,Monitor Stand,2,34.5,69.0,2024-05-01,shipped,Germany
ORD_000364,CUST_00412,PROD_009,Laptop Stand,5,49.99,249.95,2024-07-07,cancelled,Germany
ORD_000365,CUST_00159,PROD_003,USB-C Hub,5,45.0,225.0,2024-02-14,delivered,USA
ORD_000366,CUST_00422,PROD_008,Cable Management Kit,5,15.0,75.0,2024-07-29,cancelled,Germany
ORD_000367,CUST_00038,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-06-11,delivered,Australia
ORD_000368,CUST_00450,PROD_008,Cable Management Kit,5,15.0,75.0,2024-06-25,cancelled,Canada
ORD_000369,CUST_00258,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-03-07,pending,Germany
ORD_000370,CUST_00085,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-03-19,processing,UK
ORD_000371,CUST_00459,PROD_006,Desk Lamp,2,24.99,49.98,2024-06-26,shipped,France
ORD_000372,CUST_00490,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-04-10,cancelled,Australia
ORD_000373,CUST_00315,PROD_005,Webcam HD,2,79.99,159.98,2024-11-16,cancelled,UK
ORD_000374,CUST_00304,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-11-24,cancelled,Canada
ORD_000375,CUST_00369,PROD_003,USB-C Hub,2,45.0,90.0,2024-12-03,cancelled,France
ORD_000376,CUST_00042,PROD_006,Desk Lamp,5,24.99,124.95,2024-01-22,pending,USA
ORD_000377,CUST_00393,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-11-29,cancelled,Canada
ORD_000378,CUST_00255,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-11-23,cancelled,USA
ORD_000379,CUST_00413,PROD_005,Webcam HD,3,79.99,239.97,2024-09-04,delivered,Canada
ORD_000380,CUST_00031,PROD_005,Webcam HD,4,79.99,319.96,2024-02-07,processing,Australia
ORD_000381,CUST_00105,PROD_008,Cable Management Kit,4,15.0,60.0,2024-09-04,shipped,Germany
ORD_000382,CUST_00164,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-06-09,shipped,Australia
ORD_000383,CUST_00288,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-07-08,pending,France
ORD_000384,CUST_00137,PROD_006,Desk Lamp,2,24.99,49.98,2024-08-26,delivered,USA
ORD_000385,CUST_00149,PROD_004,Monitor Stand,2,34.5,69.0,2024-02-19,delivered,USA
ORD_000386,CUST_00417,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-05-07,shipped,Canada
ORD_000387,CUST_00256,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-04-07,cancelled,Canada
ORD_000388,CUST_00012,PROD_008,Cable Management Kit,4,15.0,60.0,2024-06-06,pending,Germany
ORD_000389,CUST_00111,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-08-22,cancelled,Canada
ORD_000390,CUST_00254,PROD_006,Desk Lamp,1,24.99,24.99,2024-01-26,cancelled,UK
ORD_000391,CUST_00434,PROD_008,Cable Management Kit,3,15.0,45.0,2024-10-01,pending,USA
ORD_000392,CUST_00188,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-05-15,delivered,Australia
ORD_000393,CUST_00292,PROD_006,Desk Lamp,1,24.99,24.99,2024-07-24,cancelled,USA
ORD_000394,CUST_00038,PROD_004,Monitor Stand,3,34.5,103.5,2024-10-10,delivered,UK
ORD_000395,CUST_00423,PROD_009,Laptop Stand,4,49.99,199.96,2024-10-08,cancelled,UK
ORD_000396,CUST_00202,PROD_010,Blue Light Glasses,1,29.99,29.99,2024-03-06,shipped,USA
ORD_000397,CUST_00102,PROD_006,Desk Lamp,5,24.99,124.95,2024-07-06,cancelled,Canada
ORD_000398,CUST_00024,PROD_009,Laptop Stand,4,49.99,199.96,2024-09-13,pending,USA
ORD_000399,CUST_00234,PROD_003,USB-C Hub,3,45.0,135.0,2024-08-30,processing,France
ORD_000400,CUST_00477,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-03-12,cancelled,UK
ORD_000401,CUST_00379,PROD_006,Desk Lamp,2,24.99,49.98,2024-07-20,shipped,France
ORD_000402,CUST_00273,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-09-16,delivered,France
ORD_000403,CUST_00189,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-08-31,shipped,USA
ORD_000404,CUST_00408,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-10-25,pending,UK
ORD_000405,CUST_00401,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-05-15,cancelled,Australia
ORD_000406,CUST_00246,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-01-27,processing,France
ORD_000407,CUST_00421,PROD_009,Laptop Stand,5,49.99,249.95,2024-07-13,processing,Canada
ORD_000408,CUST_00098,PROD_001,Wireless Mouse,5,29.99,149.95,2024-12-24,pending,USA
ORD_000409,CUST_00212,PROD_008,Cable Management Kit,3,15.0,45.0,2024-08-02,processing,Canada
ORD_000410,CUST_00447,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-11-09,pending,Germany
ORD_000411,CUST_00167,PROD_003,USB-C Hub,5,45.0,225.0,2024-04-16,delivered,France
ORD_000412,CUST_00236,PROD_009,Laptop Stand,4,49.99,199.96,2024-06-09,cancelled,Canada
ORD_000413,CUST_00396,PROD_006,Desk Lamp,5,24.99,124.95,2024-06-30,shipped,Australia
ORD_000414,CUST_00143,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-04-08,cancelled,Canada
ORD_000415,CUST_00361,PROD_005,Webcam HD,2,79.99,159.98,2024-06-01,processing,UK
ORD_000416,CUST_00287,PROD_008,Cable Management Kit,3,15.0,45.0,2024-09-02,shipped,UK
ORD_000417,CUST_00279,PROD_005,Webcam HD,1,79.99,79.99,2024-10-20,delivered,Australia
ORD_000418,CUST_00022,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-03-15,shipped,UK
ORD_000419,CUST_00132,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-08-14,delivered,Australia
ORD_000420,CUST_00478,PROD_004,Monitor Stand,2,34.5,69.0,2024-10-02,cancelled,UK
ORD_000421,CUST_00380,PROD_005,Webcam HD,2,79.99,159.98,2024-02-25,cancelled,France
ORD_000422,CUST_00464,PROD_004,Monitor Stand,2,34.5,69.0,2024-01-26,cancelled,Australia
ORD_000423,CUST_00212,PROD_004,Monitor Stand,2,34.5,69.0,2024-01-27,shipped,USA
ORD_000424,CUST_00003,PROD_008,Cable Management Kit,1,15.0,15.0,2024-12-14,cancelled,Canada
ORD_000425,CUST_00245,PROD_003,USB-C Hub,4,45.0,180.0,2024-11-30,processing,Germany
ORD_000426,CUST_00031,PROD_005,Webcam HD,3,79.99,239.97,2024-05-26,pending,Australia
ORD_000427,CUST_00371,PROD_010,Blue Light Glasses,2,29.99,59.98,2024-09-30,pending,Australia
ORD_000428,CUST_00429,PROD_003,USB-C Hub,4,45.0,180.0,2024-03-31,delivered,USA
ORD_000429,CUST_00005,PROD_008,Cable Management Kit,2,15.0,30.0,2024-05-28,shipped,USA
ORD_000430,CUST_00146,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-02-24,delivered,UK
ORD_000431,CUST_00436,PROD_009,Laptop Stand,5,49.99,249.95,2024-09-09,cancelled,Canada
ORD_000432,CUST_00170,PROD_008,Cable Management Kit,3,15.0,45.0,2024-04-08,processing,USA
ORD_000433,CUST_00378,PROD_008,Cable Management Kit,3,15.0,45.0,2024-04-05,shipped,USA
ORD_000434,CUST_00090,PROD_005,Webcam HD,5,79.99,399.95,2024-12-11,cancelled,Canada
ORD_000435,CUST_00045,PROD_007,Mouse Pad XL,4,19.99,79.96,2024-09-20,delivered,UK
ORD_000436,CUST_00166,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-03-12,processing,Germany
ORD_000437,CUST_00229,PROD_001,Wireless Mouse,3,29.99,89.97,2024-07-15,shipped,Canada
ORD_000438,CUST_00294,PROD_006,Desk Lamp,3,24.99,74.97,2024-10-25,pending,Australia
ORD_000439,CUST_00032,PROD_005,Webcam HD,3,79.99,239.97,2024-12-20,pending,Canada
ORD_000440,CUST_00352,PROD_008,Cable Management Kit,3,15.0,45.0,2024-03-22,cancelled,Germany
ORD_000441,CUST_00189,PROD_005,Webcam HD,1,79.99,79.99,2024-11-23,cancelled,UK
ORD_000442,CUST_00079,PROD_004,Monitor Stand,2,34.5,69.0,2024-03-09,delivered,Germany
ORD_000443,CUST_00282,PROD_010,Blue Light Glasses,3,29.99,89.97,2024-07-31,delivered,Australia
ORD_000444,CUST_00387,PROD_009,Laptop Stand,2,49.99,99.98,2024-05-06,cancelled,Australia
ORD_000445,CUST_00361,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-08-16,shipped,France
ORD_000446,CUST_00425,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-02-27,cancelled,USA
ORD_000447,CUST_00077,PROD_009,Laptop Stand,2,49.99,99.98,2024-10-20,processing,France
ORD_000448,CUST_00349,PROD_006,Desk Lamp,5,24.99,124.95,2024-08-14,processing,USA
ORD_000449,CUST_00229,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-02-16,pending,France
ORD_000450,CUST_00234,PROD_008,Cable Management Kit,2,15.0,30.0,2024-09-19,cancelled,Germany
ORD_000451,CUST_00414,PROD_001,Wireless Mouse,5,29.99,149.95,2024-08-24,shipped,Australia
ORD_000452,CUST_00382,PROD_001,Wireless Mouse,4,29.99,119.96,2024-05-10,processing,USA
ORD_000453,CUST_00177,PROD_010,Blue Light Glasses,1,29.99,29.99,2024-01-24,pending,Germany
ORD_000454,CUST_00017,PROD_009,Laptop Stand,1,49.99,49.99,2024-02-05,shipped,Germany
ORD_000455,CUST_00374,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-03-10,delivered,Australia
ORD_000456,CUST_00193,PROD_006,Desk Lamp,4,24.99,99.96,2024-08-17,pending,Germany
ORD_000457,CUST_00061,PROD_009,Laptop Stand,2,49.99,99.98,2024-11-30,processing,UK
ORD_000458,CUST_00373,PROD_009,Laptop Stand,4,49.99,199.96,2024-09-27,processing,Canada
ORD_000459,CUST_00345,PROD_001,Wireless Mouse,1,29.99,29.99,2024-06-01,cancelled,Germany
ORD_000460,CUST_00127,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-07-13,delivered,Canada
ORD_000461,CUST_00480,PROD_006,Desk Lamp,2,24.99,49.98,2024-05-21,pending,Canada
ORD_000462,CUST_00124,PROD_001,Wireless Mouse,4,29.99,119.96,2024-11-10,processing,USA
ORD_000463,CUST_00229,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-10-31,cancelled,USA
ORD_000464,CUST_00225,PROD_001,Wireless Mouse,2,29.99,59.98,2024-01-23,processing,Germany
ORD_000465,CUST_00258,PROD_009,Laptop Stand,2,49.99,99.98,2024-01-29,shipped,Canada
ORD_000466,CUST_00307,PROD_004,Monitor Stand,5,34.5,172.5,2024-06-12,shipped,France
ORD_000467,CUST_00267,PROD_004,Monitor Stand,3,34.5,103.5,2024-03-14,processing,Australia
ORD_000468,CUST_00286,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-05-20,cancelled,USA
ORD_000469,CUST_00025,PROD_003,USB-C Hub,4,45.0,180.0,2024-10-11,shipped,Germany
ORD_000470,CUST_00214,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-06-12,delivered,Australia
ORD_000471,CUST_00387,PROD_003,USB-C Hub,3,45.0,135.0,2024-07-11,cancelled,Canada
ORD_000472,CUST_00440,PROD_008,Cable Management Kit,2,15.0,30.0,2024-04-25,processing,UK
ORD_000473,CUST_00496,PROD_008,Cable Management Kit,1,15.0,15.0,2024-10-14,delivered,Germany
ORD_000474,CUST_00125,PROD_009,Laptop Stand,5,49.99,249.95,2024-03-09,shipped,Germany
ORD_000475,CUST_00473,PROD_004,Monitor Stand,3,34.5,103.5,2024-11-27,delivered,USA
ORD_000476,CUST_00425,PROD_006,Desk Lamp,1,24.99,24.99,2024-10-01,processing,Australia
ORD_000477,CUST_00310,PROD_001,Wireless Mouse,3,29.99,89.97,2024-07-12,cancelled,Australia
ORD_000478,CUST_00371,PROD_001,Wireless Mouse,1,29.99,29.99,2024-04-06,cancelled,France
ORD_000479,CUST_00156,PROD_004,Monitor Stand,4,34.5,138.0,2024-04-16,pending,UK
ORD_000480,CUST_00387,PROD_004,Monitor Stand,2,34.5,69.0,2024-03-01,delivered,Australia
ORD_000481,CUST_00204,PROD_004,Monitor Stand,5,34.5,172.5,2024-12-26,processing,Canada
ORD_000482,CUST_00239,PROD_009,Laptop Stand,3,49.99,149.97,2024-05-24,cancelled,Germany
ORD_000483,CUST_00263,PROD_006,Desk Lamp,3,24.99,74.97,2024-05-13,delivered,UK
ORD_000484,CUST_00469,PROD_008,Cable Management Kit,1,15.0,15.0,2024-08-28,processing,UK
ORD_000485,CUST_00289,PROD_006,Desk Lamp,3,24.99,74.97,2024-07-30,processing,USA
ORD_000486,CUST_00479,PROD_003,USB-C Hub,1,45.0,45.0,2024-05-13,cancelled,France
ORD_000487,CUST_00101,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-05-31,shipped,Canada
ORD_000488,CUST_00256,PROD_004,Monitor Stand,4,34.5,138.0,2024-10-18,cancelled,Canada
ORD_000489,CUST_00329,PROD_006,Desk Lamp,3,24.99,74.97,2024-09-07,delivered,Australia
ORD_000490,CUST_00072,PROD_008,Cable Management Kit,2,15.0,30.0,2024-06-29,cancelled,Canada
ORD_000491,CUST_00491,PROD_008,Cable Management Kit,2,15.0,30.0,2024-10-04,pending,Australia
ORD_000492,CUST_00025,PROD_009,Laptop Stand,1,49.99,49.99,2024-02-08,pending,Australia
ORD_000493,CUST_00035,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-11-18,processing,Canada
ORD_000494,CUST_00192,PROD_001,Wireless Mouse,2,29.99,59.98,2024-09-15,pending,Germany
ORD_000495,CUST_00250,PROD_010,Blue Light Glasses,5,29.99,149.95,2024-09-04,pending,Australia
ORD_000496,CUST_00007,PROD_001,Wireless Mouse,5,29.99,149.95,2024-10-09,pending,Germany
ORD_000497,CUST_00009,PROD_009,Laptop Stand,3,49.99,149.97,2024-10-01,cancelled,UK
ORD_000498,CUST_00269,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-02-24,processing,USA
ORD_000499,CUST_00130,PROD_004,Monitor Stand,2,34.5,69.0,2024-11-13,shipped,France
ORD_000500,CUST_00492,PROD_005,Webcam HD,4,79.99,319.96,2024-02-10,delivered,UK
ORD_000501,CUST_00116,PROD_008,Cable Management Kit,5,15.0,75.0,2024-05-04,shipped,Australia
ORD_000502,CUST_00195,PROD_002,Mechanical Keyboard,1,89.99,89.99,2024-02-17,delivered,Germany
ORD_000503,CUST_00005,PROD_009,Laptop Stand,4,49.99,199.96,2024-01-29,processing,Australia
ORD_000504,CUST_00402,PROD_002,Mechanical Keyboard,4,89.99,359.96,2024-08-10,shipped,Australia
ORD_000505,CUST_00118,PROD_010,Blue Light Glasses,1,29.99,29.99,2024-09-27,processing,USA
ORD_000506,CUST_00474,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-05-18,pending,USA
ORD_000507,CUST_00017,PROD_005,Webcam HD,5,79.99,399.95,2024-10-15,processing,Australia
ORD_000508,CUST_00074,PROD_006,Desk Lamp,1,24.99,24.99,2024-04-16,delivered,France
ORD_000509,CUST_00124,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-03-24,cancelled,France
ORD_000510,CUST_00387,PROD_007,Mouse Pad XL,5,19.99,99.95,2024-06-18,processing,Germany
ORD_000511,CUST_00051,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-06-26,delivered,USA
ORD_000512,CUST_00394,PROD_004,Monitor Stand,1,34.5,34.5,2024-06-23,cancelled,France
ORD_000513,CUST_00325,PROD_010,Blue Light Glasses,4,29.99,119.96,2024-06-16,shipped,USA
ORD_000514,CUST_00284,PROD_008,Cable Management Kit,4,15.0,60.0,2024-04-26,delivered,UK
ORD_000515,CUST_00339,PROD_007,Mouse Pad XL,2,19.99,39.98,2024-12-14,delivered,France
ORD_000516,CUST_00366,PROD_002,Mechanical Keyboard,5,89.99,449.95,2024-05-31,pending,Canada
ORD_000517,CUST_00365,PROD_002,Mechanical Keyboard,3,89.99,269.97,2024-03-19,processing,Germany
ORD_000518,CUST_00047,PROD_007,Mouse Pad XL,3,19.99,59.97,2024-07-03,pending,USA
ORD_000519,CUST_00053,PROD_005,Webcam HD,4,79.99,319.96,2024-07-03,processing,UK
ORD_000520,CUST_00286,PROD_002,Mechanical Keyboard,2,89.99,179.98,2024-08-08,cancelled,Germany
ORD_000521,CUST_00046,PROD_009,Laptop Stand,4,49.99,199.96,2024-02-22,shipped,USA
ORD_000522,CUST_00402,PROD_009,Laptop Stand,1,49.99,49.99,2024-11-01,shipped,France
ORD_000523,CUST_00199,PROD_007,Mouse Pad XL,1,19.99,19.99,2024-05-29,pending,Germany
ORD_000524,CUST_00087,PROD_009,Laptop Stand,2,49.99,99.98,2024-10-19,delivered,France
